Athlete	CountryCode	Sport	Medals	Appearances
nijel amos	BOT	Athletics	1	1
nijole sabaite	URS	Athletics	1	1
nikki payne, lynley hannen	NZL	Rowing	1	1
nikolaos skiathitis, vasileios polymeros	GRE	Rowing	1	1
nikolay bukhalov	BUL	Canoeing	3	2
nikolay chernetsky, mikhail linge, viktor markin, remigijus valiulis	URS	Athletics	1	1
nikolay dovgan, valery kleshnyov, yevgeny barbakov, yury shapochka	URS	Rowing	1	1
nikolay gorbachov, viktor kratasyuk	URS	Canoeing	1	1
nikolay kirov	URS	Athletics	1	1
nikolay kolesnikov, valery borzov, aleksandr aksinin, juris silovs	URS	Athletics	1	1
nikolay kuznetsov, raul arnemann, valery dolinin, anushavan gassan-dzhalilov	URS	Rowing	1	1
nikolay pankin	URS	Swimming	1	1
nikolay pimenov, yury pimenov	URS	Rowing	1	1
nikolay sidorov, vladimir muravyov, andrey prokofyev, aleksandr aksinin	URS	Athletics	1	1
nikolay smaga	URS	Athletics	1	1
nikolay sokolov	URS	Athletics	1	1
nikolina shtereva	BUL	Athletics	1	1
niksa skelin, sinisa skelin	CRO	Rowing	1	1
nils bj?rkl?f, ture axelsson	FIN	Canoeing	1	1
nils engdahl	SWE	Athletics	1	1
nils fjeldheim, eirik larsen	NOR	Canoeing	1	1
nils schumann	GER	Athletics	1	1
nimrod greenwood, david anderson, mervyn finlay, philip cayzer, ernest chapman, thomas chessel, edward pain, robert tinning, geoffrey willamson	AUS	Rowing	1	1
nina savina	URS	Canoeing	1	1
nina trofimova-gopova, galina alekseyeva-kreft	URS	Canoeing	1	1
nina zhivanevskaya	ESP	Swimming	1	1
nina zhivanevskaya, olga kirichenko, elena choubina, yelena rudkovskaya, natalya meshcheryakova	URS	Swimming	1	1
nixon kiprotich	KEN	Athletics	1	1
n?ndor d?ni	HUN	Athletics	1	1
noah ngeny	KEN	Athletics	1	1
noboru terada	JPN	Swimming	1	1
nobuharu asahara, shingo suetsugu, shinji takahira, naoki tsukahara	JAP	Athletics	1	1
nobuo arai, tokuhei sada, hiroshi yoneyama, katsuo takaishi	JPN	Swimming	1	1
nobutaka taguchi	JPN	Swimming	2	1
noe hernandez	MEX	Athletics	1	1
noel freeman	AUS	Athletics	1	1
noemi ildik? lung	ROM	Swimming	2	1
no?l de mille, ned pratt	CAN	Rowing	1	1
norbert ke?lau, guido grabow, volker grabow, j?rg puttlitz	FRG	Rowing	1	1
norberto t?llez, l?zaro mart?nez, roberto hern?ndez, h?ctor herrera	CUB	Athletics	1	1
norbert r?zsa	HUN	Swimming	3	2
norman hallows	GBR	Athletics	1	1
norman pritchard	BIN	Athletics	1	1
norman ross	USA	Swimming	2	1
norman taber	USA	Athletics	1	1
norm read	NZL	Athletics	1	1
noureddine morceli	ALG	Athletics	1	1
nouria merah-benida	ALG	Athletics	1	1
nouzha bidouane	MAR	Athletics	1	1
novella calligaris	ITA	Swimming	3	1
obadele thompson	BAR	Athletics	1	1
olaf heukrodt	GDR	Canoeing	2	3
olaf heukrodt	GER	Canoeing	1	3
olaf heukrodt, uwe madeja	GDR	Canoeing	1	1
olaf tufte	NOR	Rowing	2	2
olaf tufte, fredrik raaen bekken	NOR	Rowing	1	1
olapade adeniken, davidson ezinwa, chidi imoh, oluyemi kayode	NGR	Athletics	1	1
oleg gorobiy, anatoliy tishchenko, sergey verlin, georgy tsybulnikov	RUS	Canoeing	1	1
oleg tyurin, boris dubrovsky	URS	Rowing	1	1
olena krasovska	UKR	Athletics	1	1
olesya zykina, natalia antyukh, natalya nazarova, olesya krasnomovets	RUS	Athletics	1	1
olga bogoslovskaya, galina malchugina, irina privalova, marina trandenkova	URS	Athletics	1	1
olga bondarenko	URS	Athletics	1	1
olga bryzgina	URS	Athletics	2	2
olga homeghi, herta anitas, rodica arba, mihaela armasescu, adriana bazon-chelariu, ekaterina oancia, veronica necula	ROM	Rowing	1	1
olga kaniskina	RUS	Athletics	2	2
olga nazarova	URS	Athletics	1	1
olga shishigina	KAZ	Athletics	1	1
olimpiada ivanova	RUS	Athletics	1	1
oliver kegel, thomas reineck, mario von appen, andr? wohllebe	GER	Canoeing	1	1
ollie matson	USA	Athletics	1	1
ollie matson, gene cole, mal whitfield, charles moore	USA	Athletics	1	1
ondrej synek	CZE	Rowing	1	2
ondrej synek	CZR	Rowing	1	2
ophelie-cyrielle etienne, camille muffat, coralie balmy, charlotte bonnet	FRA	Swimming	1	1
oscar taelman, r?my orban, rodolphe poma, georges mijs, marcel morimont, alfred vanlandeghem, polydore veirman, fran?ois vergucht, oscar charles de somville, john burn, oswald carver, gordon balfour, richard boyle, douglas kertland, harold kitching, walter lewis, henry goldsmith, frank jerwood, becher robert gale, julius thomson, edward williams, george wright, charles riddy, irvine robertson, eric powell, geoffrey taylor, douglas stuart	GBR	Rowing	1	1
oszk?r frey, tam?s buday	HUN	Canoeing	1	1
otis davis	USA	Athletics	1	1
otis harris jr	USA	Athletics	1	1
otto fahr	DEU	Swimming	1	1
otto herschmann	AUT	Swimming	1	1
ottorino quaglierini, cesare milani, dante secchi, enrico garzelli, oreste grossi, mario checcacci, guglielmo del bimbo, dino barsotti, enzo bartolini	KIT	Rowing	1	1
otto scheff	AUT	Swimming	3	2
otylia jedrzejczak	POL	Swimming	3	1
oussama mellouli	TUN	Swimming	3	2
ove andersen	FIN	Athletics	1	1
paavo nurmi	FIN	Athletics	7	3
pablo morales	USA	Swimming	3	2
pamela jelimo	KEN	Athletics	1	1
pamela kruse	USA	Swimming	1	1
pamela rai, michelle macpherson, anne ottenbrite, reema abdo	CAN	Swimming	1	1
pang jiaying	CHN	Swimming	1	1
pang jiaying, zhu qianwei, tan miao, tang jingzhi, yang yu	CHN	Swimming	1	1
paola cacchi-pigni	ITA	Athletics	1	1
park taehwan	KOR	Swimming	2	1
partridge, foad, ransley, egington, sbihi, searle, langridge, louloudis, hill	GBR	Rowing	1	1
pascal touron, frederic dufour	FRA	Rowing	1	1
pascal touron, thibaud chapelle	FRA	Rowing	1	1
pat costello, jim gardiner	USA	Rowing	1	1
patricia girard-l?no	FRA	Athletics	1	1
patricia jones, viola myers, nancy mackay, diane foster	CAN	Athletics	1	1
patrick flynn	USA	Athletics	1	1
patrick k?hl	GDR	Swimming	1	1
patrick lefoulon, bernard bregeon	FRA	Canoeing	1	1
patrick sang	KEN	Athletics	1	1
paula ivan	ROM	Athletics	1	1
paul bitok	KEN	Athletics	2	2
paul bontemps	FRA	Athletics	1	1
paul costello, charles mcilvane	USA	Rowing	1	1
paul drayton	USA	Athletics	1	1
paul ereng	KEN	Athletics	1	1
paul-heinz wellmann	FRG	Athletics	1	1
paul hoekstra, anton geurts	NED	Canoeing	1	1
paul howe, neil cochran, paul easter, andrew astbury	GBR	Swimming	1	1
pauline davis-thompson	BAH	Athletics	1	1
pauline konga	KEN	Athletics	1	1
paul kellner	DEU	Swimming	1	1
paul kingsman	NZL	Swimming	1	1
paul kipsiele koech	KEN	Athletics	1	1
paul macdonald	NZL	Canoeing	1	1
paul macdonald, ian ferguson	NZL	Canoeing	1	1
paul martin	SUI	Athletics	1	1
paul nihill	GBR	Athletics	1	1
paul palmer	GBR	Swimming	1	1
paul pilgrim	USA	Athletics	2	1
paul radmilovic, rob derbyshire, william foster, henry taylor	GBR	Swimming	1	1
paul tergat	KEN	Athletics	2	2
paul wolf, ralph flanagan, john macionis, jack medica	USA	Swimming	1	1
paul wyatt	USA	Swimming	2	2
pavel khnykin, vladislav kulikov, vasily ivanov, vladimir selkov, vladimir pyshnenko, aleksandr popov, dmitry volkov	URS	Swimming	1	1
pavel khnykin, yury bashkatov, gennady prigoda, vladimir pyshnenko, aleksandr popov, veniamin tayanovich	URS	Swimming	1	1
pekka vasala	FIN	Athletics	1	1
penny heyns	RSA	Swimming	3	2
pepijn aardewijn, maarten van der linden	NED	Rowing	1	1
percy beard	USA	Athletics	1	1
percy hodge	GBR	Athletics	1	1
percy williams	CAN	Athletics	2	1
per holmertz	SWE	Swimming	1	1
per johansson	SWE	Swimming	2	2
per olof ?strand	SWE	Swimming	1	1
perry mcgillivray, norman ross, pua kealoha, duke kahanamoku	USA	Swimming	1	1
pertti karppinen	FIN	Rowing	3	3
petar merkov	BUL	Canoeing	2	1
petar petrov	BUL	Athletics	1	1
peter antonie, stephen hawkins	AUS	Rowing	1	1
peter elliott	GBR	Athletics	1	1
peter evans	AUS	Swimming	2	2
peter evans, glenn buchanan, mark kerry, mark stockwell	AUS	Swimming	1	1
peter frenkel	GDR	Athletics	2	2
peter higgins, derek johnson, john salisbury, michael wheeler	GBR	Athletics	1	1
peter jackson, john sturrock, thomas bristow, alan barrett	GBR	Rowing	1	1
peter kersten	GDR	Rowing	1	1
peter koech	KEN	Athletics	1	1
peter kretschmer, kurt kuschela	GER	Canoeing	1	1
peter michael kolbe	FRG	Rowing	3	3
peter nocke	FRG	Swimming	1	1
peter nocke, walter kusch, michael kraus, klaus steinbach	FRG	Swimming	1	1
peter norman	AUS	Athletics	1	1
peter olsen, harry larsen	DEN	Rowing	1	1
peter radford	GBR	Athletics	1	1
peter raymond, lawrence terry, timothy mickelson, john livingston, michael livingston, eugene clapp, fritz hobbs, william hobbs, paul hoffman	USA	Rowing	1	1
peter rocca	USA	Swimming	2	1
peter rono	KEN	Athletics	1	1
peter snell	NZL	Athletics	3	2
peter taylor, storm uru	NZL	Rowing	1	1
peter vanderkaay	USA	Swimming	2	2
peter vanderkaay, erik vendt, david walters, ricky berens, michael phelps, ryan lochte, klete keller	USA	Swimming	1	1
peter vanderkaay, michael phelps, ryan lochte, scott goldblatt, dan ketchum, klete keller	USA	Swimming	1	1
petra m?ller	GDR	Athletics	1	1
petra priemer	GDR	Swimming	1	1
petra riedel	GDR	Swimming	1	1
petra schneider	GDR	Swimming	2	1
petra th?mer	GDR	Swimming	2	1
petra van staveren	NED	Swimming	1	1
petra zindler	FRG	Swimming	1	1
petria thomas	AUS	Swimming	4	3
petru iosub, valer toma	ROM	Rowing	1	1
philip edwards	CAN	Athletics	3	2
philip johnson, laurence hough	USA	Rowing	1	1
philip noel-baker	GBR	Athletics	1	1
philippe boccara, pascal boucherit, fran?ois barouh, didier vavasseur	FRA	Canoeing	1	1
philip rogers	AUS	Swimming	1	1
philip verdon, george fairbairn, willy d?skow, norwey jackes, f b toms, martin stahnke	DEU	Rowing	1	1
phillip hubble	GBR	Swimming	1	1
phyllis harding	GBR	Swimming	1	1
pier angelo conti manzini, abramo albini, tullio baraglia, renato bosatta	ITA	Rowing	1	1
piero poli, davide tizzano, agostino abbagnale, gianluca farina	ITA	Rowing	1	1
pierre-jean peltier, julien bahain, c?dric berrest, jonathan coeffic	FRA	Rowing	1	1
pieter van den hoogenband	NED	Swimming	5	2
pieter van den hoogenband, mark veens, mitja zastrow, klaas-erik zwering, johan kenkhuis	NED	Swimming	1	1
pietro ivanov, latino galasso, giuseppe grivelli, vittorio gliubich, antonio cattalinich, francesco cattalinich, simeone cattalinich, carlo toniatti, bruno sorich	KIT	Rowing	1	1
pietro mennea	ITA	Athletics	2	2
pino dordoni	ITA	Athletics	1	1
piotr markiewicz	POL	Canoeing	1	1
pokey watson	USA	Swimming	1	1
polydore veirman	BEL	Rowing	1	1
pontus hanson	SWE	Swimming	1	1
p?r arvidsson	SWE	Swimming	1	1
priscah jeptoo	KEN	Athletics	1	1
priscilla lopesschliep	CAN	Athletics	1	1
pua kealoha	USA	Swimming	1	1
puck oversloot, corrie ladd?, willie den ouden, marie vierdag	NED	Swimming	1	1
pyotr bolotnikov	URS	Athletics	1	1
pyotr pochenchuk	URS	Athletics	1	1
quincy watts	USA	Athletics	1	1
rachael taylor, kate slatter	AUS	Rowing	1	1
rachid el basir	MAR	Athletics	1	1
raelene boyle	AUS	Athletics	3	2
rafael vidal	VEN	Swimming	1	1
rafal piszcz, wladyslaw szuszkiewicz	POL	Canoeing	1	1
rafal szukala	POL	Swimming	1	1
ragnhild hveger	DEN	Swimming	1	1
ralf l?bke, norbert dobeleit, edgar itt, j?rg vaihinger	FRG	Athletics	1	1
ra?l gonz?lez	MEX	Athletics	2	1
ralph craig	USA	Athletics	2	1
ralph doubell	AUS	Athletics	1	1
ralph hill	USA	Athletics	1	1
ralph hutton	CAN	Swimming	1	1
ralph mann	USA	Athletics	1	1
ralph metcalfe	USA	Athletics	3	2
raman piatrushenka, vadzim makhneu	BLR	Canoeing	2	2
ramona portwich, anke nothnagel-von seck	GER	Canoeing	1	1
ramon de clemente, donovan cech	RSA	Rowing	1	1
ramon miller, chris brown, michael mathieu, demetrius pinder	BAH	Athletics	1	1
ran laurie, jack wilson	GBR	Rowing	1	1
ranomi kromowidjojo	NED	Swimming	2	1
raoul rodriguez, thomas bohrer, richard kennelly, david krmpotich	USA	Rowing	1	1
rashid ramzi	BRN	Athletics	1	1
rasmus quist, mads reinholdt rasmussen	DEN	Rowing	1	1
ray armstead, alonzo babers, antonio mckay, sunder nix	USA	Athletics	1	1
ray kegeris	USA	Swimming	1	1
raymond barbuti	USA	Athletics	1	1
ray stewart, don quarrie, al lawrence, greg meghoo	JAM	Athletics	1	1
razvan florea	ROM	Swimming	1	1
r?diger helm	GDR	Canoeing	3	2
r?diger helm, bernd duvigneau, bernd olbricht, harald marg	GDR	Canoeing	1	1
r?diger helm, bernd olbricht	GDR	Canoeing	1	1
r?diger reiche, karl-heinz bu?ert, wolfgang g?ldenpfennig, michael wolfgramm	GDR	Rowing	1	1
rebecca adlington	GBR	Swimming	4	2
rebecca sattin, kerry hore, dana faletic, amber bradley	AUS	Rowing	1	1
rebecca soni	USA	Swimming	4	2
reggie walker	SAF	Athletics	1	1
reiko nakamura	JPN	Swimming	2	2
reinaldo gorno	ARG	Athletics	1	1
reizo koike	JPN	Swimming	2	2
renate breuer	FRG	Canoeing	1	1
renate stecher	GDR	Athletics	4	2
renate stecher, b?rbel struppert, christina heinich, evelyn kaufer	GDR	Athletics	1	1
ren? tirard, ren? lorain, ren? mourlon, emile ali-khan	FRA	Athletics	1	1
reuben kosgei	KEN	Athletics	1	1
rex cawley	USA	Athletics	1	1
rhadi ben abdesselam	MAR	Athletics	1	1
ricardo prado	BRA	Swimming	1	1
rica reinisch	GDR	Swimming	2	1
richard beesly, edward bevan, john lander, michael warriner	GBR	Rowing	1	1
richard burnell, bert bushnell	GBR	Rowing	1	1
richard chambers, robert williams, chris bartley, peter chambers	GBR	Rowing	1	1
richard chelimo	KEN	Athletics	1	1
richard colella	USA	Swimming	1	1
richard corts, georg lammers, helmuth k?rnig, hubert houben	GER	Athletics	1	1
richard howard	USA	Athletics	1	1
richard kipkemboi	KEN	Athletics	1	1
richard novy, jan mrv?k, miroslav kon?cek, jir? lund?k, bohumil janousek, ludek pojezny, julius tocek, petr cerm?k, josef ventus	CZE	Rowing	1	1
richard roth	USA	Swimming	1	1
richard thompson	TRI	Athletics	1	1
richard thompson, aaron armstrong, marc burns, emmanuel callender, keston bledman	TRI	Athletics	1	1
richard weinberger	CAN	Swimming	1	1
richard wohlhuter	USA	Athletics	1	1
rick carey	USA	Swimming	2	1
rick carey, ambrose gaines, steve lundquist, pablo morales	USA	Swimming	1	1
rick mitchell	AUS	Athletics	1	1
rie mastenbroek	NED	Swimming	3	1
rita k?b?n	HUN	Canoeing	2	2
rita k?b?n, erika m?sz?ros, ?va d?nusz, kinga czig?ny	HUN	Canoeing	1	1
rita k?b?n, erika m?sz?ros, ?va rakusz, erika g?czi	HUN	Canoeing	1	1
rita k?hne, helga seidler, dagmar k?sling, monika zehrt	GDR	Athletics	1	1
rita wilden	FRG	Athletics	1	1
roberta brunet	ITA	Athletics	1	1
robertas zulpa	URS	Swimming	1	1
robert baetens, michel knuysen	BEL	Rowing	1	1
robert bennett	USA	Swimming	2	2
robert boutigny	FRA	Canoeing	1	1
robert chef d'h?tel, jean kerebel, jacques lunis, fran?ois schewetta	FRA	Athletics	1	1
robert cloughen	USA	Athletics	1	1
robert cowell	USA	Swimming	1	1
robert cusack, yury gromak, gregory rogers, michael wenden, robert windle	AUS	Swimming	1	1
robert hackett	USA	Swimming	1	1
robert kerr	CAN	Athletics	2	1
robert kiesel, hector dyer, emmett toppino, frank wykoff	USA	Athletics	1	1
robert korzeniowski	POL	Athletics	4	3
robert mcgregor	GBR	Swimming	1	1
robert mcmillen	USA	Athletics	1	1
robert mills	CAN	Rowing	1	1
robert nisbet, terence o'brien	GBR	Rowing	1	1
roberto tozzi, pietro mennea, stefano malinverni, mauro zuliani	ITA	Athletics	1	1
robert perew, stuart griffing, frederick kingsbury, gregory gates	USA	Rowing	1	1
robert richards, anthony edwards, simon burgess, darren balmforth	AUS	Rowing	1	1
robert scott, david weightman	AUS	Rowing	1	1
robert skelton	USA	Swimming	1	1
robert sycz, tomasz kucharski	POL	Rowing	2	2
robert taylor	USA	Athletics	1	1
robert wilson, philip kueber, david helliwell, william mckerlich, richard mcclure, douglas mcdonald, lawrence west, carlton ogawa, donald pretty	CAN	Rowing	1	1
robert windle	AUS	Swimming	1	1
robert windle, john ryan, peter doak, david dickson	AUS	Swimming	1	1
robert woodhouse	AUS	Swimming	1	1
robert young, harold cagle, al fitch, edward o'brien	USA	Athletics	1	1
robin backhouse	USA	Swimming	1	1
robson da silva	BRA	Athletics	1	1
rob waddell	NZL	Rowing	1	1
robyn thorn, dawn fraser, lynette bell, janice murphy	AUS	Swimming	1	1
rochelle stevens, jearl miles, maicel malone, kim graham	USA	Athletics	1	1
rodica arba, olga homeghi	ROM	Rowing	1	1
rodney dixon	NZL	Athletics	1	1
rodney milburn	USA	Athletics	1	1
rodolfo falcon	CUB	Swimming	1	1
rod strachan	USA	Swimming	1	1
roelof luynenburg, ruud stokvis	NED	Rowing	1	1
roger black	GBR	Athletics	1	1
roger kingdom	USA	Athletics	2	2
roger moens	BEL	Athletics	1	1
roger pyttel	GDR	Swimming	2	1
roland kokeny, rudolf dombi	HUN	Canoeing	1	1
roland matthes	GDR	Swimming	5	3
roland matthes, lutz unger, klaus katzur, hartmut fl?ckner	GDR	Swimming	1	1
roland schoeman	RSA	Swimming	2	1
roland wieser	GDR	Athletics	1	1
rolf larcher, ernst h?rlimann	SUI	Rowing	1	1
rolf peterson	SWE	Canoeing	2	2
roline repelaer van driel, sarah siegelaar, marlies smulders, helen tanger, annemarieke van rumpt, annemiek de haan, femke dekker, nienke kingma	NED	Rowing	1	1
roman sloudnov	RUS	Swimming	1	1
romeo bertini	KIT	Athletics	1	1
romolo catasta	ITA	Rowing	1	1
ronald mills	USA	Swimming	1	1
ronald rauhe, tim wiesk?tter	GER	Canoeing	2	2
ronald weigel	GDR	Athletics	2	2
ronald weigel	GER	Athletics	1	2
ron clarke	AUS	Athletics	1	1
ron delany	IRL	Athletics	1	1
ron freeman	USA	Athletics	1	1
ronnie-ray smith, melvin pender, jim hines, charlie greene	USA	Athletics	1	1
rosa mota	POR	Athletics	2	2
roscoe lockwood, edward marsh, john geiger, john exley, james juvenal, edward hedley, louis abell, william carr, harry debaecke	USA	Rowing	1	1
rosemarie gabriel	GDR	Swimming	1	1
rosemarie whyte, shericka williams, novlene williams-mills, christine day	JAM	Athletics	1	1
rossano galtarossa, luca agamennoni, simone venier, simone raineri	ITA	Rowing	1	1
ross wales	USA	Swimming	1	1
roswitha beier	GDR	Swimming	1	1
roswitha beier, kornelia ender, christine herbst, renate vogel	GDR	Swimming	1	1
roswitha esser, annemarie zimmermann	FRG	Canoeing	1	2
roswitha esser, annemarie zimmermann	GER	Canoeing	1	2
roxana maracineanu	FRA	Swimming	1	1
roy cochran	USA	Athletics	1	1
roy saari	USA	Swimming	1	1
?rp?d lengyel, ?d?n gr?f, ferenc csik, oszk?r abay nemes	HUN	Swimming	1	1
rudi harbig, helmut hamann, harry voigt, friedrich von st?lpnagel	GER	Athletics	1	1
rudolf reichelt, kurt runge, hans matthiae, max vetter, otto liebing, max br?ske, fritz bartholom?, willi bartholom?, werner dehn	DEU	Rowing	1	1
ruggero maregatti, giuseppe castelli, edgardo toetti, gabriele salviati	KIT	Athletics	1	1
rui silva	POR	Athletics	1	1
rumyana neykova	BUL	Rowing	3	3
rune larsson	SWE	Athletics	1	1
rupert weinstabl, karl proisl	AUT	Canoeing	1	1
rusty wailes, robert morey, charles grimes, william becklean, donald beer, caldwell esselstyn, thomas charlton, john cooke, david wight	USA	Rowing	1	1
ruta meilutyte	LTU	Swimming	1	1
ryan cochrane	CAN	Swimming	2	2
ryan lochte	USA	Swimming	7	3
ryan lochte, michael phelps, nathan adrian, cullen jones	USA	Swimming	1	1
ryan lochte, michael phelps, ricky berens, conor dwyer	USA	Swimming	1	1
ryan mitchell, adam pine, ian thorpe, michael klim, regan harrison, geoff huegill, josh watson, matthew welsh	AUS	Swimming	1	1
ryosuke irie	JPN	Swimming	2	1
ryo tateishi	JPN	Swimming	1	1
sabine steinbach	GDR	Swimming	1	1
sa?d aouita	MAR	Athletics	2	2
sadik mujkic, bojan preseren	YUG	Rowing	1	1
salah hissou	MAR	Athletics	1	1
sally gunnell	GBR	Athletics	1	1
sally jepkosgei kipyego	KEN	Athletics	1	1
sally mclellan	AUS	Athletics	1	1
sally pearson	AUS	Athletics	1	1
salvatore antibo	ITA	Athletics	1	1
salvatore morale	ITA	Athletics	1	1
samantha riley	AUS	Swimming	2	2
sam graddy	USA	Athletics	1	1
sam graddy, ron brown, carl lewis, calvin smith	USA	Athletics	1	1
samson kitur	KEN	Athletics	1	1
samuel barathay, frederic kowal	FRA	Rowing	1	1
samuel ferris	GBR	Athletics	1	1
samuel kahanamoku	USA	Swimming	1	1
samuel matete	ZAM	Athletics	1	1
samuel wansiru	KEN	Athletics	1	1
sandie richards, michelle burgher, nadia davy, novlene williams	JAM	Athletics	1	1
sandra farmer-patrick	USA	Athletics	1	1
sandra morgan, faith leech, dawn fraser, lorraine crapp	AUS	Swimming	1	1
sandra neilson	USA	Swimming	1	1
sandra neilson, melissa belote, deena deardurff, catherine carr	USA	Swimming	1	1
sandra v?lker	GER	Swimming	2	1
sandro bellucci	ITA	Athletics	1	1
sanna sten, minna nieminen	FIN	Rowing	1	1
sanya richards	USA	Athletics	1	1
sanya richards, monique henderson, monique hennagan, deedee trotter	USA	Athletics	1	1
sanya richards, monique henderson, natasha hastings, allyson felix, mary wineberg	USA	Athletics	1	1
sanya richards-ross	USA	Athletics	1	1
sarah hardcastle	GBR	Swimming	2	1
sarah outhwaite, kate hornsey	AUS	Rowing	1	1
sarah p?we, antje buschschulte, franziska van almsick	GER	Swimming	1	1
sarah winckless, elise laverick	GBR	Rowing	1	1
sara isakovic	SLO	Swimming	1	1
sara nordenstam	NOR	Swimming	1	1
saso mirjanic, sadik mujkic, milan jansa, janez klemencic	SLO	Rowing	1	1
satoko tanaka	JPN	Swimming	1	1
satomi suzuki	JPN	Swimming	2	1
satymkul dzhumanazarov	URS	Athletics	1	1
saul craviotto rivero	ESP	Canoeing	1	1
schuyler enck	USA	Athletics	1	1
scott frandsen, david calder	CAN	Rowing	1	1
scott gault, charles cole, glenn ochal, henrik rummel	USA	Rowing	1	1
scott goldblatt, nate dusing, chad carvin, josh davis, klete keller, jamie rauch	USA	Swimming	1	1
scott goodman	AUS	Swimming	1	1
scott miller	AUS	Swimming	1	1
sebastian brendel	GER	Canoeing	1	1
sebastian coe	GBR	Athletics	4	2
sebastien vieilledent, adrien hardy	FRA	Rowing	1	1
seleshi sehen	ETH	Athletics	1	1
semyon belitz-geyman, vladimir bure, georgi kulikov, leonid ilyichov	URS	Swimming	1	1
semyon rzhishchin	URS	Athletics	1	1
sergeij fedorovtsev, igor kravtsov, nikolai spinev, alexeij svirin	RUS	Rowing	1	1
sergey chukhray, aleksandr degtyarev, yury filatov, vladimir morozov	URS	Canoeing	1	1
sergey chukhray, vladimir parfenovich	URS	Canoeing	1	1
sergey fesenko	URS	Swimming	2	1
sergey kirdyapkin	RUS	Athletics	1	1
sergey koplyakov	URS	Swimming	1	1
sergey nagorny, vladimir romanovsky	URS	Canoeing	2	1
sergey petrenko, aleksandr vinogradov	URS	Canoeing	1	1
sergey postrekhin	URS	Canoeing	2	1
sergey ulegin, alexander kostoglod	RUS	Canoeing	1	1
serghei covaliov, ivan patzaichin	ROM	Canoeing	1	1
sergij grin, sergij bilushchenko, oleg lykov, leonid shaposhnikov	UKR	Rowing	1	1
sergio l?pez	ESP	Swimming	1	1
sevatheda fynes, debbie ferguson, pauline davis-thompson, chandra sturrup	BAH	Athletics	1	1
seymour cromwell, james storm	USA	Rowing	1	1
shalane flanagan	USA	Athletics	1	1
shane gould	AUS	Swimming	5	1
shannon smith	CAN	Swimming	1	1
sharon finneran	USA	Swimming	1	1
sharon stouder	USA	Swimming	2	1
sharon stouder, cynthia goyette, kathleen ellis, cathy ferguson	USA	Swimming	1	1
sharon wichman	USA	Swimming	2	1
sharron davies	GBR	Swimming	1	1
shawn crawford	USA	Athletics	2	2
shawn crawford, justin gatlin, maurice greene, coby miller	USA	Athletics	1	1
sheena tosta	USA	Athletics	1	1
sheila echols, florence griffith-joyner, alice brown, evelyn ashford	USA	Athletics	1	1
shelley mann	USA	Swimming	1	1
shelley mann, nancy simons, sylvia ruuska, joan rosazza	USA	Swimming	1	1
shelly-ann fraser	JAM	Athletics	1	1
shelly-ann fraser-pryce	JAM	Athletics	2	1
shenjie qieyang	CHN	Athletics	1	1
shereefa lloyd, shericka williams, novlene williams, rosemarie whyte, bobby-gaye wilkins	JAM	Athletics	1	1
shericka williams	JAM	Athletics	1	1
sherone simpson	JAM	Athletics	1	1
sherri howard, valerie brisco-hooks, chandra cheeseborough	USA	Athletics	1	1
shigeo arai	JPN	Swimming	1	1
shigeo arai, shigeo sugiura, masahari taguchi, masonori yusa	JPN	Swimming	1	1
shirley babashoff	USA	Swimming	5	2
shirley babashoff, jane barkman, jennifer kemp, sandra neilson	USA	Swimming	1	1
shirley strickland	AUS	Athletics	3	2
shirley strickland, fleur mellor, betty cuthbert, norma croker	AUS	Athletics	1	1
shirley strong	GBR	Athletics	1	1
shiro hashizume	JPN	Swimming	1	1
shiwen ye	CHN	Swimming	2	1
shouying zhou, xiuhua zhou, xianghua zhang, yali zhang, xiao yang, yadong hu, yaqin han, yanwen he, ronghua li	CHN	Rowing	1	1
shozo makino	JPN	Swimming	2	2
shumpei uto	JPN	Swimming	2	1
sidney atkinson	SAF	Athletics	2	2
sidney swann, philip fleming, henry wells, leslie wormwald, stanley garton, angus gillan, ewart horsfall, alister kirby, edgar burgess	GBR	Rowing	1	1
sigrun wodars	GDR	Athletics	1	1
sileshi sihine	ETH	Athletics	1	1
silke h?rner	GDR	Swimming	2	1
silken laumann	CAN	Rowing	2	2
silvia chiv?s	CUB	Athletics	1	1
silvia chiv?s, marlene elejarde, carmen vald?s, fulgencia romay	CUB	Athletics	1	1
silvia poll	CRC	Swimming	1	1
silvio leonard	CUB	Athletics	1	1
simone osygus, bettina ustrowski, daniela brendel, jana d?rries, dagmar hase, daniela hunger, franziska van almsick	GER	Swimming	1	1
simone osygus, manuela stellmach, kerstin kielga?, annette hadding, daniela hunger, franziska van almsick	GER	Swimming	1	1
simone raineri, alessio sartori, agostino abbagnale, rossano galtarossa	ITA	Rowing	1	1
sippy woodhead	USA	Swimming	1	1
slavomir knazovicky	SVK	Canoeing	1	1
s?ndor rozsny?l	HUN	Athletics	1	1
s?ndor wlad?r	HUN	Swimming	1	1
sofia assefa	ETH	Athletics	1	1
solenne figues	FRA	Swimming	1	1
sonia o'sullivan	IRL	Athletics	1	1
spiridon louis	GRE	Athletics	1	1
staciana stitts, courtney shealy, ashley tappin, dara torres, megan quann, bj bedford, jenny thompson, amy van dyken	USA	Swimming	1	1
stanislava komarova	RUS	Swimming	1	1
stanislawa walasiewicz	POL	Athletics	2	2
stanley vickers	GBR	Athletics	1	1
